stationName,stationID
Azer VI - Moon 3 - Federation Customs Assembly Plant,60012061
Azerakish XII - Moon 3 - Imperial Shipment Storage,60007138
Azhgabid III - Moon 5 - Impetus Development Studio,60010507
Azhgabid III - Moon 5 - Nugoeihuvi Corporation Development Studio,60001897
Azizora V - Moon 17 - Theology Council Tribunal,60009007
Azizora VI - Moon 1 - Imperial Chancellor Information Center,60007756
B-G1LG VI - Moon 3 - True Power Mining Outpost,60014368
B-Y06L II - Shapeset Shipyard,60014044
B-Y06L IV - Shapeset Shipyard,60014047
B-Y06L VII - Moon 1 - Jovian Directorate Bureau,60013750
B-Y06L VII - Moon 2 - Prosper Depository,60013927
B-Y06L VII - Moon 4 - Jovian Directorate Bureau,60013738
Babirmoult VI - Moon 15 - Material Acquisition Mineral Reserve,60009544
Badivefi VI - Moon 2 - Royal Khanid Navy Logistic Support,60013984
Badivefi VIII - Moon 10 - Royal Khanid Navy Logistic Support,60013981
Bagodan I - HZO Refinery Mining Outpost,60006907
Bagodan VIII - Moon 4 - HZO Refinery Mineral Reserve,60006913
Bagodan VIII - Moon 6 - Sarum Family Logistic Support,60008653
Bahromab IX - Moon 13 - Carthum Conglomerate Factory,60006352
Bahromab IX - Moon 4 - Ministry of Assessment Information Center,60008065
Bahromab IX - Moon 5 - Carthum Conglomerate Factory,60006349
Bahromab IX - Moon 8 - Carthum Conglomerate Factory,60006346
Bahromab IX - Republic Security Services Assembly Plant,60005071
Bahromab V - Ministry of Assessment Bureau Offices,60008059
Bahromab VIII - Moon 3 - Ministry of Assessment Information Center,60008056
Bahromab VIII - Moon 4 - Carthum Conglomerate Factory,60006355
Bahromab VIII - Moon 6 - Republic Security Services Assembly Plant,60005068
Bairshir IV - Moon 11 - Thukker Mix Factory,60014098
Balas I - Moon 11 - Inherent Implants Biotech Production,60007000
Balas I - Moon 2 - Inherent Implants Biotech Production,60006997
Balginia II - Brutor Tribe Bureau,60004621
Balle VII - Moon 17 - Center for Advanced Studies School,60014740
Bania VI - Moon 11 - Kaalakiota Corporation Warehouse,60001048
Bantish I - Moon 1 - Amarr Trade Registry Information Center,60008272
Bantish VI - Moon 3 - Imperial Shipment Storage,60007093
Bapraya IV - Moon 1 - CreoDron Factory,60010264
Bapraya X - Moon 6 - Amarr Navy Assembly Plant,60008476
Bapraya XI - Moon 1 - Civic Court Tribunal,60008848
Bapraya XI - Moon 4 - Amarr Navy Logistic Support,60008482
Baratar X - Moon 9 - Royal Khanid Navy Logistic Support,60013969
Barkrik II - Moon 10 - Joint Harvesting Food Packaging,60007279
Barkrik IV - Moon 4 - Joint Harvesting Food Packaging,60007285
Barleguet IV - Moon 2 - CONCORD Bureau,60012436
Barleguet V - Moon 5 - Ducia Foundry Refinery,60006838
Barleguet VI - Moon 1 - Ducia Foundry Refinery,60006835
Barleguet VII - Federal Administration Information Center,60011644
Barleguet VII - Federation Navy Assembly Plant,60011785
Barleguet VII - Moon 6 - Center for Advanced Studies School,60014722
Barleguet VII - Moon 9 - Federation Navy Assembly Plant,60011779
Barmalie VI - Moon 4 - Modern Finances Vault,60003259
Barmalie VIII - Moon 4 - Core Complexion Inc. Storage,60005626
Basgerin V - Moon 1 - Federation Customs Testing Facilities,60012049
Basgerin VII - Moon 7 - Federal Administration Archives,60011710
Bashakru IV - Ministry of Internal Order Assembly Plant,60008128
Bashakru VI - Moon 1 - Imperial Shipment Storage,60007153
Bashakru VII - Moon 5 - Ardishapur Family Bureau,60008752
Bashyam X - Moon 7 - Khanid Transport Storage,60013843
Baviasi II - Kaalakiota Corporation Factory,60001099
Baviasi II - Moon 1 - Viziam Factory,60006586
Baviasi III - Moon 1 - Nurtura Food Packaging,60007519
Baviasi IX - Carthum Conglomerate Factory,60006229
Baviasi IX - Moon 2 - Ishukone Corporation Factory,60002185
Baviasi IX - Viziam Factory,60006580
Baviasi V - Moon 1 - Ministry of Internal Order Logistic Support,60008230
Baviasi VI - Moon 3 - Kaalakiota Corporation Factory,60001090
Baviasi X - Ishukone Corporation Factory,60002191
Baviasi X - Moon 2 - Kaalakiota Corporation Factory,60001087
Baviasi XI - Ishukone Corporation Factory,60002188
Bawilan I - Federal Freight Storage,60009418
Bawilan V - Republic Security Services Assembly Plant,60005194
Bawilan VIII - Moon 17 - Modern Finances Depository,60003295
Bayuka VI - Moon 1 - Ammatar Consulate Bureau,60012535
Bazadod IX - Moon 4 - Ministry of Internal Order Testing Facilities,60008158
Bei VI - Moon 8 - Freedom Extension Storage,60005773
Bei VII - Moon 3 - Freedom Extension Retail Center,60005785
Bei VII - Moon 8 - Freedom Extension Storage,60005770
Beke IV - TransStellar Shipping Storage,60009211
Beke VI - Moon 4 - Amarr Navy Logistic Support,60008395
Bereye III - Moon 1 - Roden Shipyards Factory,60010315
Bereye VI - Federal Intelligence Office Assembly Plant,60011995
Bereye VI - Moon 2 - Material Acquisition Refinery,60009520
Bereye VII - Moon 1 - Material Acquisition Mineral Reserve,60009514
Berta VI - Moon 19 - Ammatar Consulate Bureau,60012550
Bhizheba IX - Moon 1 - Amarr Navy Logistic Support,60008374
Bhizheba VIII - Moon 5 - Expert Distribution Warehouse,60002662
Bika II - Theology Council Law School,60008932
Bika III - CreoDron Factory,60010240
Bika V - Moon 1 - CreoDron Warehouse,60010246
Bika VII - Moon 1 - CreoDron Factory,60010249
Bika VII - Moon 3 - Ministry of Assessment Bureau Offices,60008089
Bika VIII - Moon 11 - CreoDron Warehouse,60010243
Bille I - Expert Distribution Retail Center,60002659
Bille IX - Moon 3 - Impetus Development Studio,60010489
Bille VII - Moon 2 - Combined Harvest Food Packaging,60009769
Bille X - Moon 1 - University of Caille,60011569
Bille XI - Moon 1 - Egonics Inc. Development Studio,60010579
Bittanshal I - Moon 1 - Inherent Implants Biotech Production,60006955
Bittanshal VII - Moon 9 - CreoDron Factory,60010138
Bittanshal VIII - Moon 18 - Nurtura Food Packaging,60007525
Bittanshal VIII - Moon 9 - Nurtura Plantation,60007531
BJC4-8 XI - Moon 2 - Shapeset Shipyard,60014029
BKG-Q2 VIII - Moon 1 - Secure Commerce Commission Refining,60014900
BKK4-H IX - Moon 11 - Jovian Directorate Bureau,60013795
Blameston IV - Moon 12 - Quafe Company Retail Center,60009865
Blameston VI - Moon 10 - Egonics Inc. Development Studio,60010621
Blameston VI - Moon 2 - Federal Freight Storage,60009361
BMNV-P XI - Moon 11 - Intaki Space Police Assembly Plant,60013462
Bogelek IV - Moon 2 - Aliastra Warehouse,60011182
Bongveber IX - Moon 10 - CBD Corporation Storage,60000049
Bongveber V - Pend Insurance Depository,60011455
Bongveber VII - Moon 1 - Pend Insurance Depository,60011458
Bongveber VII - Moon 5 - Wiyrkomi Corporation Factory,60001360
Boranai VII - Moon 17 - Expert Distribution Retail Center,60002557
Boranai VII - Moon 9 - Theology Council Law School,60008956
Boranai VIII - Expert Distribution Warehouse,60002563
Bordan IV - Moon 1 - Kaalakiota Corporation Factory,60001243
Bordan V - Moon 2 - Kaalakiota Corporation Factory,60001237
Bordan V - Noble Appliances Factory,60006766
Bordan VII - Moon 11 - Wiyrkomi Corporation Factory,60001417
Bordan VIII - Moon 3 - Kaalakiota Corporation Factory,60001231
Bosboger VI - Moon 7 - Republic Security Services Assembly Plant,60005080
Bosboger VIII - Moon 2 - Quafe Company Factory,60010069
Bosena V - Moon 1 - Republic Fleet Assembly Plant,60004798
Bourynes VII - Moon 2 - University of Caille,60011566
Boystin V - Moon 6 - Federal Intelligence Office Assembly Plant,60011950
Boystin V - Moon 7 - Sisters of EVE Bureau,60012688
Boystin VI - Moon 1 - Combined Harvest Plantation,60009733
Boystin VI - Moon 11 - Freedom Extension Storage,60005956
Boystin VI - Moon 12 - Freedom Extension Storage,60005959
Boystin VI - Moon 13 - Combined Harvest Plantation,60009730
Boystin VI - Moon 14 - The Scope Publisher,60010663
Boystin VI - Moon 23 - Material Acquisition Refinery,60009490
BPK-XK V - Moon 20 - Archangels Logistic Support,60012232
Brapelille IV - Moon 2 - Federal Administration Bureau Offices,60011683
Brapelille IV - Moon 2 - Federal Freight Storage,60009421
Brapelille IX - Moon 18 - Federal Administration Information Center,60011680
Brapelille IX - Moon 18 - Modern Finances Depository,60003292
Brapelille X - Moon 5 - Federal Administration Information Center,60011677
Brapelille X - Moon 6 - Federal Freight Storage,60009415
Brapelille XI - Moon 1 - Freedom Extension Storage,60005794
Brarel I - FedMart Warehouse,60010960
Brarel V - Moon 3 - Federal Freight Storage,60009382
Brellystier IV - Moon 2 - Astral Mining Inc. Mineral Reserve,60009577
Bridi II - Moon 1 - Emperor Family Academy,60008581
Bridi III - Moon 2 - Impetus Publisher,60010498
Brin V - Moon 7 - Thukker Mix Factory,60014146
Brin VI - Moon 14 - Kaalakiota Corporation Warehouse,60001138
Brin VI - Moon 7 - Republic Justice Department Accounting,60004999
Brundakur IV - Moon 1 - CONCORD Bureau,60012346
Brundakur VI - Moon 5 - Chemal Tech Factory,60010738
Brundakur VI - Moon 7 - Republic Justice Department Tribunal,60004930
Brybier I - Moon 1 - Federal Freight Storage,60009412
Brybier I - Moon 20 - Freedom Extension Warehouse,60005800
Brybier I - Moon 6 - Freedom Extension Storage,60005788
Bundindus IV - Moon 7 - Imperial Armaments Factory,60006472
BWO-UU VII - Moon 4 - Jovian Directorate Treasury,60013753
BWO-UU VIII - Jove Navy Testing Facilities,60013585
BY-S36 II - Quafe Company Warehouse,60009952
BY-S36 V - Moon 6 - Quafe Company Warehouse,60009955
BZ-0GW V - Moon 1 - Serpentis Corporation Manufacturing,60014872
C-J6MT IV - Moon 1 - Serpentis Corporation Cloning,60014912
C4C-Z4 VIII - Moon 3 - Serpentis Corporation Refining,60014897
C9N-CC I - Moon 2 - Serpentis Corporation Cloning,60014918
Cadelanne V - Material Acquisition Mining Outpost,60009439
Camal IX - Ammatar Fleet Testing Facilities,60012160
Caretyn VI - Moon 3 - Expert Distribution Warehouse,60002467
Caretyn VII - Moon 13 - Federation Navy Assembly Plant,60011842
Caretyn VII - Moon 18 - Federation Navy Assembly Plant,60011845
Carirgnottin IX - Moon 17 - Caldari Business Tribunal Bureau Offices,60003541
Carirgnottin IX - Moon 5 - Impro Factory,60013282
Carirgnottin VIII - CreoDron Factory,60010120
Carirgnottin X - Moon 1 - Duvolle Laboratories Factory,60010861
Carrou III - Moon 7 - Federation Customs Logistic Support,60012034
Carrou IV - Moon 13 - Roden Shipyards Factory,60010381
Caslemon III - Federal Defense Union Logistic Support,60015142
Caslemon IX - Moon 16 - Combined Harvest Warehouse,60009811
Caslemon VI - Moon 4 - Wiyrkomi Corporation Warehouse,60001408
Cat VI - Moon 12 - Nugoeihuvi Corporation Development Studio,60001981
Cat VI - Moon 4 - Nugoeihuvi Corporation Development Studio,60001990
Cat VI - Moon 7 - Federal Intelligence Office Logistic Support,60011965
Cat VII - Moon 3 - Nugoeihuvi Corporation Development Studio,60001987
Cat VII - Moon 4 - Material Acquisition Mineral Reserve,60009454
Chainelant VIII - Moon 3 - Imperial Armaments Factory,60006547
Chaktaren VII - Moon 3 - Hedion University,60015019
Chamemi VI - Moon 1 - Royal Khanid Navy Assembly Plant,60013960
Chamja V - Moon 12 - Core Complexion Inc. Warehouse,60005632
Chamja VI - Moon 6 - Core Complexion Inc. Storage,60005644
Chamja VI - Moon 7 - Core Complexion Inc. Storage,60005641
Chamume III - Civic Court Law School,60008878
Chamume IV - Moon 1 - Imperial Shipment Storage,60007075
Chamume V - Moon 7 - Civic Court Accounting,60008884
Chamume VII - Moon 14 - Imperial Shipment Storage,60007078
Chamume VII - Moon 2 - Imperial Shipment Storage,60007084
Channace III - Moon 3 - Center for Advanced Studies School,60015034
Chanoun III - Amarr Constructions Warehouse,60006160
Chanoun IX - Moon 16 - Amarr Constructions Production Plant,60006169
Chanoun IX - The Scope Development Studio,60010642
Chanoun VIII - Moon 10 - Noble Appliances Factory,60006760
Chanoun VIII - Moon 11 - Ducia Foundry Mineral Reserve,60006889
Chanoun VIII - Moon 8 - Noble Appliances Factory,60006757
Chardalane I - Combined Harvest Plantation,60009832
Chardalane III - Federation Navy Testing Facilities,60011827
Chardalane III - Moon 2 - Combined Harvest Plantation,60009835
Chardalane V - Moon 2 - Combined Harvest Plantation,60009826
Chardalane V - X-Sense Reprocessing Facility,60014575
Charmerout I - X-Sense Chemical Refinery,60014542
Charmerout IV - Moon 1 - Combined Harvest Food Packaging,60009802
Charmerout IV - Moon 1 - Federal Administration Information Center,60011671
Charmerout IX - Moon 1 - Federal Administration Information Center,60011665
Charmerout IX - Moon 2 - TransStellar Shipping Storage,60009172
Charmerout IX - Moon 3 - X-Sense Chemical Refinery,60014539
Charmerout IX - Wiyrkomi Corporation Factory,60001402
Charmerout VII - Combined Harvest Food Packaging,60009805
Charmerout VII - Federal Administration Information Center,60011662
Charmerout VII - Moon 4 - Federal Administration Information Center,60011668
Charmerout X - TransStellar Shipping Storage,60009169
Charra I - Ministry of Assessment Information Center,60008035
Charra VI - Moon 13 - Ministry of Assessment Bureau Offices,60008032
Charra VII - Moon 19 - Ministry of Assessment Information Center,60008038
Chaven VIII - Moon 1 - Imperial Academy,60014629
Chej VI - Ministry of Internal Order Assembly Plant,60008149
Chej VI - Moon 2 - Amarr Trade Registry Bureau Offices,60008260
Chej VI - Moon 4 - Freedom Extension Retail Center,60005893
Chej VII - Amarr Trade Registry Information Center,60008269
Chelien IV - Moon 20 - Federal Administration Information Center,60011719
Chemilip IV - Moon 16 - Caldari Business Tribunal,60003697
Chibi VI - Moon 13 - CBD Corporation Storage,60000130
Chibi VI - Moon 15 - CONCORD Treasury,60012391
Chibi VIII - Moon 21 - CBD Corporation Storage,60000142
Chidah V - CONCORD Assembly Plant,60012304
Chidah VII - Moon 10 - Ammatar Consulate Bureau,60012547
Chidah VIII - Moon 17 - CONCORD Assembly Plant,60012307
Chiga I - Moon 2 - Quafe Company Warehouse,60010006
Chiga III - Moon 15 - Pend Insurance Vault,60011485
Choga II - Caldari Business Tribunal,60003475
Choga II - Moon 1 - Nugoeihuvi Corporation Development Studio,60001915
Choga VII - Expert Distribution Retail Center,60002587
Choonka X - Moon 6 - Imperial Armaments Factory,60006520
CIS-7X IX - Moon 6 - Intaki Syndicate Bureau,60013507
CIS-7X VII - Intaki Syndicate Bureau,60013501
Cistuvaert V - Moon 12 - Center for Advanced Studies School,60014719
CL-1JE III - Archangels Assembly Plant,60012229
CL-1JE V - Moon 1 - Serpentis Corporation Chemical Refinery,60012844
CL-1JE V - Moon 15 - Salvation Angels Chemical Refinery,60012775
CL-1JE V - Moon 3 - Serpentis Corporation Chemical Refinery,60012847
CL-85V IX - Moon 2 - Archangels Assembly Plant,60012211
CL-85V V - Serpentis Corporation Chemical Storage,60012829
CL-85V VI - Moon 8 - Guardian Angels Assembly Plant,60012889
Clacille IV - Center for Advanced Studies School,60015035
Clarelam I - Theology Council Law School,60008923
Clarelam IV - Moon 4 - Carthum Conglomerate Foundry,60006268
Clarelam VI - Moon 2 - Carthum Conglomerate Foundry,60006271
Clarelam VI - Moon 8 - Impro Research Center,60013297
Claulenne IV - Moon 14 - Nugoeihuvi Corporation Publisher,60001945
Claysson IV - Moon 1 - Caldari Business Tribunal Information Center,60003577
Claysson X - Caldari Business Tribunal Accounting,60003565
CLDT-L III - Moon 5 - Jovian Directorate Bureau,60013741
CLDT-L IV - Moon 7 - Jovian Directorate Bureau,60013744
Clellinon VI - Moon 11 - Center for Advanced Studies School,60015036
Cleyd IV - Moon 13 - Ministry of Assessment Information Center,60008098
Cleyd IV - Moon 6 - Carthum Conglomerate Factory,60006382
Cleyd IV - Moon 6 - Ministry of Assessment Information Center,60008101
Cleyd V - Carthum Conglomerate Factory,60006388
Cleyd VI - Moon 4 - Carthum Conglomerate Production Plant,60006394
Clorteler II - Moon 1 - FedMart Warehouse,60011083
Colcer I - Expert Distribution Warehouse,60002653
Colcer IX - Moon 7 - Expert Distribution Warehouse,60002647
Colcer IX - Moon 9 - Combined Harvest Plantation,60009766
Colcer IX - Moon 9 - Federal Freight Storage,60009313
Conoban VII - Moon 8 - Hedion University,60015020
Costolle III - Moon 1 - Federation Customs Logistic Support,60012064
Costolle V - Federal Defense Union Logistic Support,60015082
Couster II - Moon 1 - Federal Navy Academy,60015029
Covryn III - Federal Defense Union Logistic Support,60015090
Covryn VI - Moon 12 - Duvolle Laboratories Warehouse,60010879
Covryn VI - Moon 13 - Freedom Extension Storage,60005917
Covryn VII - Moon 2 - Poteque Pharmaceuticals Biotech Production,60010471
Crielere I - Duvolle Laboratories Research Center,60014860
Crielere I - Ishukone Corporation Research Center,60014857
Croleur III - Moon 1 - Republic Security Services Testing Facilities,60005185
Croleur VIII - Moon 2 - Republic Security Services Testing Facilities,60005188
Cumemare I - Federal Freight Storage,60009334
Cumemare III - Moon 13 - Caldari Business Tribunal,60003583
CVY-UC IX - Moon 17 - Serpentis Corporation Reprocessing Facility,60012838
CY-ZLP III - Moon 1 - Expert Distribution Warehouse,60002524
CY-ZLP IX - Moon 1 - Ishukone Corporation Factory,60002107
CZ-CED IV - Moon 18 - Jove Navy Assembly Plant,60013576
CZ-CED VI - Moon 2 - Jovian Directorate Bureau,60013789
CZ-CED VI - Moon 3 - Jovian Directorate Bureau,60013801
CZDJ-1 X - Moon 4 - Serpentis Corporation Manufacturing,60014871
D2EZ-X VI - Moon 3 - Serpentis Corporation Refining,60014905
D4R-H7 VII - Moon 2 - Serpentis Corporation Manufacturing,60014877
D5IW-F VIII - Moon 2 - Chemal Tech Factory,60010828
D7-ZAC VIII - Moon 1 - Serpentis Corporation Refining,60014890
D85-VD VII - Intaki Bank Vault,60013378
D87E-A VII - Moon 16 - Archangels Assembly Plant,60012196
D87E-A VII - Moon 6 - Guardian Angels Assembly Plant,60012874
D9D-GD V - Moon 2 - True Creations Shipyard,60014206
Dabrid II - Moon 13 - Caldari Business Tribunal Accounting,60003622
Dabrid III - Moon 3 - Caldari Business Tribunal Law School,60003619
Dabrid IV - Moon 6 - Amarr Navy Assembly Plant,60008419
Dabrid V - Moon 1 - Caldari Business Tribunal Accounting,60003616
Dakba I - Ardishapur Family Academy,60008725
Dakba VI - Amarr Constructions Foundry,60006109
Dakba VII - Ardishapur Family Treasury,60008728
Dal I - Tribal Liberation Force Logistic Support,60015093
Dal III - Moon 1 - Republic Fleet Assembly Plant,60004828
Dal IV - Moon 17 - Republic Justice Department Tribunal,60005041
Dal VI - Moon 1 - Republic Justice Department Tribunal,60005032
Dammalin I - Quafe Company Factory,60010066
Dammalin VI - CBD Corporation Storage,60000148
Dammalin VII - Moon 5 - Quafe Company Factory,60010072
Danera III - Moon 3 - Khanid Transport Storage,60013849
Danera IV - Moon 1 - Royal Khanid Navy Assembly Plant,60013954
Danera IV - Moon 9 - Royal Khanid Navy Assembly Plant,60013951
Dantan VI - Moon 3 - Kaalakiota Corporation Warehouse,60001165
Dantbeinn III - Moon 5 - Republic Justice Department Law School,60004954
Dantbeinn III - Moon 6 - TransStellar Shipping Storage,60009226
Dantbeinn IV - Moon 3 - TransStellar Shipping Storage,60009214
Dantbeinn IV - TransStellar Shipping Storage,60009217
Dantbeinn V - Moon 4 - Republic Justice Department Accounting,60004957
Dantumi III - Hyasyoda Corporation Refinery,60000601
Dantumi IV - Moon 12 - Wiyrkomi Corporation Factory,60001255
Dantumi IV - Moon 14 - Wiyrkomi Corporation Factory,60001246
Dantumi IV - Moon 19 - Hyasyoda Corporation Mineral Reserve,60000592
Dantumi IV - Moon 2 - Core Complexion Inc. Factory,60005653
Dantumi IV - Moon 8 - Mercantile Club Bureau,60003442
Dantumi V - Moon 1 - Caldari Constructions Warehouse,60002977
Dantumi V - Moon 19 - Science and Trade Institute School,60004471
Dantumi VI - Moon 1 - Wiyrkomi Peace Corps Assembly Plant,60004264
Dantumi VI - Moon 3 - Wiyrkomi Corporation Factory,60001252
Dantumi VI - Moon 5 - Aliastra Warehouse,60011152
Danyana III - Moon 4 - Zoar and Sons Factory,60006649
Danyana IV - Moon 1 - Zoar and Sons Factory,60006646
Danyana VI - Moon 8 - Kor-Azor Family Bureau,60008698
Daran V - Amarr Constructions Foundry,60006181
Daran V - Moon 1 - Amarr Constructions Foundry,60006175
Daras III - Ishukone Watch Assembly Plant,60003991
Dastryns III - Freedom Extension Warehouse,60005926
Dastryns VIII - Moon 17 - Federal Administration Bureau Offices,60011707
Datulen IV - Moon 12 - Minmatar Mining Corporation Refinery,60005338
Datulen V - Moon 14 - The Leisure Group Development Studio,60006067
DCHR-L VIII - Moon 10 - TransStellar Shipping Storage,60009256
Decon VI - Moon 10 - Federal Intelligence Office Assembly Plant,60011926
Deepari II - Imperial Academy,60015021
Defsunun IV - Moon 1 - DED Assembly Plant,60012997
Defsunun IX - Moon 15 - Amarr Navy Assembly Plant,60008440
Defsunun IX - Moon 18 - Kaalakiota Corporation Factory,60001135
Deltole III - Moon 1 - Core Complexion Inc. Warehouse,60005617
Deninard VIII - Moon 1 - The Scope Development Studio,60010678
Derririntel V - Moon 15 - Chemal Tech Warehouse,60010765
Derririntel V - Moon 15 - Nugoeihuvi Corporation Publisher,60001984
Derririntel VII - Moon 4 - The Scope Development Studio,60010720
Deven V - Moon 16 - Ducia Foundry Mining Outpost,60006790
DG-8VJ IV - Moon 3 - Serpentis Corporation Cloning,60014908
Diaderi II - Amarr Navy Assembly Plant,60008398
Diaderi IX - Moon 16 - Amarr Constructions Warehouse,60006130
Diaderi VII - Moon 3 - Amarr Constructions Production Plant,60006124
Diaderi VIII - Moon 4 - Amarr Navy Assembly Plant,60008392
Dihra V - 24th Imperial Crusade Logistic Support,60015138
Dihra VIII - Moon 16 - Imperial Armaments Factory,60006523
Direrie I - Federation Customs Logistic Support,60012031
Direrie V - Moon 17 - Federal Freight Storage,60009397
Direrie V - Moon 19 - Federation Customs Logistic Support,60012037
Djimame VI - Moon 1 - Amarr Civil Service Bureau Offices,60007792
Djimame VIII - Moon 2 - Amarr Civil Service Bureau Offices,60007798
DLY-RG VIII - Moon 3 - Jove Navy Assembly Plant,60013570
DLY-RG X - Jovian Directorate Bureau,60013684
Dodenvale VIII - Federal Navy Academy,60014692
Dodenvale VIII - Moon 3 - Imperial Armaments Factory,60006544
Dodenvale X - Moon 2 - Imperial Armaments Factory,60006553
Dodenvale X - Moon 5 - The Scope Publisher,60010666
Dodixie IX - Moon 20 - Federation Navy Assembly Plant,60011866
Dodixie IX - Moon 9 - Nugoeihuvi Corporation Development Studio,60001864
Dodixie VIII - Moon 3 - Nugoeihuvi Corporation Development Studio,60001867
Doril I - Archangels Assembly Plant,60012238
Doril V - Moon 1 - Salvation Angels Chemical Refinery,60012781
Dour V - Moon 7 - Astral Mining Inc. Mineral Reserve,60009574
Dour VII - Moon 2 - Republic Security Services Assembly Plant,60005131
Dour VIII - Moon 1 - Sisters of EVE Academy,60012682
Doussivitte VIII - Combined Harvest Warehouse,60009757
Doussivitte VIII - Moon 20 - Chemal Tech Factory,60010726
Doussivitte VIII - Moon 20 - TransStellar Shipping Storage,60009034
Doussivitte VIII - Moon 8 - Chemal Tech Factory,60010732
Doussivitte X - TransStellar Shipping Storage,60009049
Doza I - Amarr Trade Registry Information Center,60008362
DP34-U V - Moon 1 - Intaki Commerce Trading Post,60013393
DP34-U VII - Moon 1 - Impetus Development Studio,60010549
Dresi I - Moon 1 - Freedom Extension Storage,60005941
Dresi I - Moon 10 - Carthum Conglomerate Factory,60006238
Dresi I - Moon 17 - Civic Court Tribunal,60008797
Dresi I - Moon 18 - Emperor Family Bureau,60008515
Dresi I - Moon 18 - Republic Security Services Assembly Plant,60005092
Dresi I - Moon 3 - Civic Court Accounting,60008794
Dresi I - Moon 5 - Freedom Extension Storage,60005932
Dresi II - Freedom Extension Retail Center,60005947
Dresi II - Royal Amarr Institute School,60007729
Droselory IX - Moon 4 - Material Acquisition Mineral Reserve,60009487
Droselory VI - Moon 17 - CreoDron Warehouse,60010156
DSS-EZ IV - Moon 1 - True Power Refinery,60014326
Dudreda IV - Krusual Tribe Bureau,60004525
Dudreda V - Moon 3 - Republic Fleet Assembly Plant,60004840
Dudreda V - Moon 8 - Republic Parliament Bureau,60004693
Dudreda VI - Moon 12 - Republic Fleet Assembly Plant,60004846
Dudreda VI - Moon 4 - Republic Military School,60014758
Dudreda VI - Moon 6 - Krusual Tribe Bureau,60004531
Dumkirinur V - Republic Military School,60014755
Dunraelare II - Ishukone Corporation Warehouse,60002095
Dunraelare V - Moon 1 - Duvolle Laboratories Factory,60010888
Dunraelare VIII - Moon 14 - Kaalakiota Corporation Factory,60001216
Dunraelare VIII - Moon 15 - Kaalakiota Corporation Factory,60001222
Dunraelare VIII - Moon 7 - Wiyrkomi Corporation Warehouse,60001318
Duripant VII - Moon 6 - Federal Navy Academy,60014689
Dysa II - Ammatar Fleet Assembly Plant,60012136
DZ6-I5 IV - Moon 1 - Serpentis Corporation Cloning,60014927
E02-IK VIII - Moon 1 - Thukker Mix Factory,60014062
E2AX-5 VIII - Moon 1 - Prosper Depository,60013891
E8-YS9 VI - Moon 4 - Serpentis Corporation Refining,60014892
Ealur IX - Moon 16 - Aliastra Warehouse,60011194
Earwik V - The Leisure Group Development Studio,60006079
Earwik VI - Moon 10 - Republic University,60014803
Eba II - Expert Distribution Warehouse,60002674
Eba VII - Moon 16 - Imperial Chancellor Bureau Offices,60007744
Eba VII - Moon 4 - Expert Distribution Retail Center,60002677
Eba VIII - Moon 4 - Expert Distribution Retail Center,60002665
Eba VIII - Moon 9 - Amarr Certified News Publisher,60007207
Ebasez VIII - Moon 4 - Kaalakiota Corporation Factory,60001054
Ebasgerdur III - Impetus Development Studio,60010534
Ebasgerdur V - Moon 11 - Kaalakiota Corporation Factory,60001111
Ebo IV - Moon 1 - Carthum Conglomerate Factory,60006259
Ebo IX - Theology Council Tribunal,60008920
Ebo VII - Moon 1 - Carthum Conglomerate Factory,60006265
Ebodold X - Moon 17 - Kaalakiota Corporation Research Center,60001114
Ebolfer V - Tribal Liberation Force Testing Facilities,60015096
Ebolfer VI - Moon 2 - Krusual Tribe Bureau,60004537
Ebtesham V - Amarr Navy Assembly Plant,60008371
Ebtesham VI - Moon 15 - Expert Distribution Warehouse,60002668
Ebtesham VI - Moon 2 - Amarr Navy Assembly Plant,60008377
Eddar VI - Freedom Extension Storage,60005842
Eddar VIII - Moon 7 - Aliastra Retail Center,60011188
Eddar VIII - Moon 8 - The Leisure Group Development Studio,60006052
Edmalbrurdus I - Republic University,60015053
EF-F36 III - Moon 1 - Intaki Space Police Logistic Support,60013429
Efu V - Moon 1 - Genolution Biotech Production,60013162
Efu V - Moon 12 - Sisters of EVE Bureau,60012700
Efu V - Moon 18 - Zoar and Sons Factory,60006670
Efu V - Moon 19 - Zoar and Sons Factory,60006667
Efu VII - Sisters of EVE Bureau,60012694
Egbinger III - Moon 1 - Minmatar Mining Corporation Mining Outpost,60005368
Egbinger IX - Moon 8 - Minmatar Mining Corporation Mining Outpost,60005362
Egbinger V - CONCORD Treasury,60012427
Egbinger XI - Moon 3 - CBD Corporation Storage,60000085
Egbinger XI - Moon 3 - Republic Fleet Testing Facilities,60004870
Egbinger XII - CONCORD Academy,60012424
Egbinger XII - Moon 2 - Vherokior Tribe Treasury,60004561
Egbonbet VI - Moon 11 - Republic Parliament Bureau,60004636
Egghelende IV - Moon 1 - FedMart Warehouse,60011026
Egghelende V - Moon 13 - University of Caille,60011578
Egghelende VI - Moon 19 - Chemal Tech Factory,60010804
Egghelende VII - Moon 20 - Federation Navy Assembly Plant,60011794
Egghelende VII - Moon 22 - Roden Shipyards Factory,60010345
Eglennaert I - Moon 1 - Federation Navy Assembly Plant,60011863
Eglennaert I - Moon 11 - Astral Mining Inc. Mineral Reserve,60009688
